"date","uwnd"
1996-12-01,1.45411472534761
1997-01-01,0.152443363819094
1997-02-01,-1.38806788197586
1997-03-01,-1.1646614219062
1997-04-01,-0.945825498462433
1997-05-01,3.55453896380606
1997-06-01,0.675885142847186
1997-07-01,-0.138226073323971
1997-08-01,0.926488074119247
1997-09-01,5.06932930435453
1997-10-01,-0.893840851617001
1997-11-01,9.98811395963033
1997-12-01,2.38295098128063
1998-01-01,-3.64485748041244
1998-02-01,-0.629300715845256
1998-03-01,2.61954034226281
1998-04-01,4.00459513777778
1998-05-01,2.83273771192346
1998-06-01,2.16719193543707
1998-07-01,2.19595396731581
1998-08-01,3.67107868336496
1998-09-01,1.70503555593036
1998-10-01,3.23264255126317
1998-11-01,4.06298784743108
1998-12-01,0.107179914645496
1999-01-01,-1.68472735087077
1999-02-01,3.55905880849986
1999-03-01,3.22113328843954
1999-04-01,3.52699182147071
1999-05-01,-0.947841729880089
1999-06-01,-0.0889355029267747
1999-07-01,1.43884492417177
1999-08-01,2.65414492431141
1999-09-01,3.4795440861157
1999-10-01,2.43511845035079
1999-11-01,6.29311229501452
1999-12-01,-3.8210974385341
2000-01-01,0.737114320819577
2000-02-01,1.22431346791841
2000-03-01,-0.256285623691621
2000-04-01,2.0805634755109
2000-05-01,-1.29804466433069
2000-06-01,0.924989477864334
2000-07-01,1.21885244761195
2000-08-01,1.03787776641548
2000-09-01,0.629766238853335
2000-10-01,2.96627557206722
2000-11-01,3.71103910906684
2000-12-01,1.71817761127438
2001-01-01,0.115769281007704
2001-02-01,1.9687349530203
2001-03-01,-2.34233634590748
2001-04-01,2.35137627560401
2001-05-01,-0.11742051211851
2001-06-01,-1.26774618317861
2001-07-01,0.996911310834721
2001-08-01,2.12139852274032
2001-09-01,5.01392411618006
2001-10-01,3.27065468685968
2001-11-01,4.83258517654169
2001-12-01,-1.86206284512411
2002-01-01,-0.858443430846646
2002-02-01,0.642411291821017
2002-03-01,3.28250452494692
2002-04-01,-0.344067712647042
2002-05-01,1.39176503515669
2002-06-01,-0.982083823687086
2002-07-01,0.037184731813059
2002-08-01,-2.47646241528647
2002-09-01,4.06644367604029
2002-10-01,0.667501054792887
2002-11-01,0.966779834502155
2002-12-01,4.91509980956713
2003-01-01,-2.59369254289638
2003-02-01,-4.52496625979741
2003-03-01,-3.03991078691823
2003-04-01,5.4990347964423
2003-05-01,2.24327914062
2003-06-01,2.57561996100204
2003-07-01,0.591299277109404
2003-08-01,1.3286899244191
2003-09-01,-1.09015436991606
2003-10-01,-0.196125817485154
2003-11-01,7.66169465155829
2003-12-01,4.61726361300264
2004-01-01,-3.87880295798892
2004-02-01,-2.16717775928832
2004-03-01,0.0730630892905451
2004-04-01,1.07161672324652
2004-05-01,2.15262353597652
2004-06-01,0.919484762973817
2004-07-01,-1.12399461617072
2004-08-01,1.5443478098494
2004-09-01,3.61889172097047
2004-10-01,6.34996926784515
2004-11-01,6.70717711391903
2004-12-01,-0.682202233910738
2005-01-01,-2.54770980451611
2005-02-01,-1.18167874412168
2005-03-01,1.19682097967182
2005-04-01,-2.40392788424201
2005-05-01,-0.0821709358355119
2005-06-01,0.0839650810119652
2005-07-01,1.03474982208129
2005-08-01,0.733546892269736
2005-09-01,6.08297650019328
2005-10-01,6.87704666739418
2005-11-01,-1.28616755136422
2005-12-01,-3.41846272517883
2006-01-01,-6.21388214826584
2006-02-01,5.04145500773475
2006-03-01,5.5500632297425
2006-04-01,2.08109359797977
2006-05-01,0.511536010807114
2006-06-01,0.651075489996445
2006-07-01,0.244138224671284
2006-08-01,2.78495139451254
2006-09-01,2.51357290716398
2006-10-01,4.65487263600032
2006-11-01,0.1605687751213
2006-12-01,3.61714571146738
2007-01-01,-0.231031578167209
2007-02-01,0.455371851411959
2007-03-01,-5.02606898262387
2007-04-01,-0.735074232687198
2007-05-01,-0.323445360575403
2007-06-01,1.1782466614885
2007-07-01,-1.26395849014322
2007-08-01,2.06422319334178
2007-09-01,6.37373202187674
2007-10-01,5.10324010394868
2007-11-01,3.80464634441194
2007-12-01,3.19660692910353
2008-01-01,0.928232176850239
2008-02-01,-5.01818479526611
2008-03-01,-1.88371820942987
2008-04-01,1.26667686161541
2008-05-01,-1.12919278691212
2008-06-01,1.33382053726486
2008-07-01,1.74480469507121
2008-08-01,-0.155883486959196
2008-09-01,1.03974013695759
2008-10-01,4.44744393087569
2008-11-01,0.0797605037777906
2008-12-01,-0.147645690700128
2009-01-01,-3.73585632159596
2009-02-01,1.937912034403
2009-03-01,-0.0442099344661637
2009-04-01,-0.0544055936237176
2009-05-01,-1.06355789665221
2009-06-01,0.766771552729465
2009-07-01,2.91171640441531
2009-08-01,1.96477907789605
2009-09-01,1.02897192098733
2009-10-01,1.73800354666032
2009-11-01,7.5836723787444
2009-12-01,0.72664205605785
2010-01-01,-3.82590071502186
2010-02-01,-3.0522538328632
2010-03-01,3.89863841590427
2010-04-01,4.48251711186909
2010-05-01,-1.47287674106303
2010-06-01,2.69357847599756
2010-07-01,0.800675540585958
2010-08-01,3.31793502115068
2010-09-01,2.69611340938579
2010-10-01,5.29645696140471
2010-11-01,2.00050092524006
2010-12-01,-1.71932043631872
2011-01-01,-2.61270764186269
2011-02-01,-3.58350134534495
2011-03-01,-0.116683320275375
2011-04-01,0.906569001841403
2011-05-01,-3.80372957601434
2011-06-01,0.135497549681791
2011-07-01,1.65035171593939
2011-08-01,2.2988382819153
2011-09-01,7.90521952084133
2011-10-01,5.88715236527579
2011-11-01,3.68670417155538
2011-12-01,3.10984100330444
2012-01-01,-4.55417557841256
2012-02-01,0.886543090300014
2012-03-01,4.03849671036005
2012-04-01,2.0831614505677
2012-05-01,1.89896655903153
2012-06-01,-1.12313164344856
2012-07-01,3.78076326279413
2012-08-01,3.18055196603139
2012-09-01,4.42826784650485
2012-10-01,-2.27893881286894
2012-11-01,-1.0159375515456
2012-12-01,0.811574916798799
2013-01-01,-1.92666784549753
2013-02-01,-4.76457242525759
2013-03-01,1.29759355514709
2013-04-01,-4.86879544882547
2013-05-01,-1.40689794293472
2013-06-01,0.784380048336018
2013-07-01,0.972377727961256
2013-08-01,2.43925118224607
2013-09-01,3.74390728133065
2013-10-01,5.3380552487714
2013-11-01,-0.574410878698386
2013-12-01,-1.87589914600054
2014-01-01,1.54137003386304
2014-02-01,-0.495875100560841
2014-03-01,-1.30295841395855
2014-04-01,1.49075444716783
2014-05-01,-0.542429879662536
2014-06-01,0.692156764456914
2014-07-01,0.318242187123923
2014-08-01,1.97060302194829
2014-09-01,1.52400541145887
2014-10-01,0.418517192825675
2014-11-01,5.46358791206564
2014-12-01,3.27585062970008
2015-01-01,-4.44554237524668
2015-02-01,-2.26215879973911
2015-03-01,0.879714903166695
2015-04-01,5.91692125797272
2015-05-01,1.25252157924253
2015-06-01,-2.72545161701384
2015-07-01,1.58410978920403
2015-08-01,-1.4746905695647
2015-09-01,2.21146774540345
2015-10-01,2.52629198351254
2015-11-01,9.83172816321963
2015-12-01,5.75924505080496
2016-01-01,0.773403195132102
2016-02-01,3.0142505222355
2016-03-01,-2.36540213843719
2016-04-01,1.15306574265872
2016-05-01,2.1205500154756
2016-06-01,-2.47377836367204
2016-07-01,1.86539901722045
2016-08-01,2.0720449700242
2016-09-01,2.35701558100326
2016-10-01,6.54266796225593
2016-11-01,5.02135741426831
2016-12-01,4.81254544712248
2017-01-01,-2.51424375460261
2017-02-01,-5.6748356506938
2017-03-01,-7.64093985160192
2017-04-01,0.154183591050761
2017-05-01,1.45717823957758
2017-06-01,0.907295727259701
2017-07-01,3.44010857173375
2017-08-01,0.908769071013445
2017-09-01,1.72446324002175
2017-10-01,5.6836126276425
2017-11-01,3.53347241594678
2017-12-01,2.11325841663139
2018-01-01,-1.82832389378122
2018-02-01,1.09054746727149
2018-03-01,5.31860765389034
2018-04-01,4.04123185712489
2018-05-01,1.58472482598431
2018-06-01,0.471654062408821
2018-07-01,2.74265356787613
2018-08-01,2.22279728026617
2018-09-01,0.152370430706512
2018-10-01,3.93780590806689
2018-11-01,2.55117125454403
2018-12-01,-0.997562078492982
2019-01-01,-2.3860790007526
2019-02-01,5.18413326286134
2019-03-01,1.35777238104492
2019-04-01,-1.11637178551228
2019-05-01,0.188675704445424
2019-06-01,-1.40875609733519
2019-07-01,0.731315745839051
2019-08-01,-2.1549510073715
2019-09-01,3.24051962721915
2019-10-01,5.30454913207463
2019-11-01,3.40620347928433
2019-12-01,3.04645756880442
2020-01-01,-1.92135583219074
2020-02-01,-2.6902933239582
2020-03-01,0.608680884331642
2020-04-01,0.977501143435282
2020-05-01,0.619918957352638
2020-06-01,1.18155533332555
2020-07-01,-1.07190010173335
2020-08-01,1.92037620049502
2020-09-01,2.70286035324846
2020-10-01,3.38330713056383
2020-11-01,5.04319006488437
2020-12-01,1.94571501885851
2021-01-01,3.51020565983795
2021-02-01,-0.785367693929445
2021-03-01,7.31926897593907
