"date","vwnd"
1996-12-01,-4.45960546643646
1997-01-01,1.17712684717305
1997-02-01,1.93433428569524
1997-03-01,-3.4028783970409
1997-04-01,-1.71506394608015
1997-05-01,2.19927323154277
1997-06-01,0.622505628158925
1997-07-01,-0.283427539488508
1997-08-01,1.54742824998512
1997-09-01,-0.114548373829435
1997-10-01,-3.80653486759574
1997-11-01,0.878119183497296
1997-12-01,-1.810909288211
1998-01-01,-2.13375028471152
1998-02-01,-1.20532972558781
1998-03-01,2.33136635287492
1998-04-01,1.21866260551744
1998-05-01,3.720330161077
1998-06-01,2.79219215059722
1998-07-01,0.239717176356525
1998-08-01,0.72834822340627
1998-09-01,0.577109077186496
1998-10-01,-0.88425666694012
1998-11-01,0.613841200937276
1998-12-01,-2.10037764796504
1999-01-01,0.131834437561877
1999-02-01,-1.16078862823822
1999-03-01,0.0613830500385827
1999-04-01,0.147582807284952
1999-05-01,-0.934152482905322
1999-06-01,-0.287023551313689
1999-07-01,2.40440398690946
1999-08-01,1.24656411588916
1999-09-01,0.475133912672323
1999-10-01,-2.23771487836967
1999-11-01,-2.33330562476207
1999-12-01,-2.38381142524519
2000-01-01,-1.60715604311338
2000-02-01,5.44999204741584
2000-03-01,1.58281721488607
2000-04-01,0.0875154125538689
2000-05-01,-1.01084668758429
2000-06-01,1.10427092222704
2000-07-01,2.1700744231542
2000-08-01,0.631818126404175
2000-09-01,-1.61218043416739
2000-10-01,-0.934141655625017
2000-11-01,3.7907349202368
2000-12-01,4.77088197513863
2001-01-01,1.63639980523537
2001-02-01,3.72441736746717
2001-03-01,-1.1637633262823
2001-04-01,0.117732567165081
2001-05-01,-2.50695373326609
2001-06-01,-0.613355821757405
2001-07-01,2.38957666357358
2001-08-01,-0.884586454334634
2001-09-01,-1.2858015741739
2001-10-01,-0.0953515175798977
2001-11-01,-1.22267928210743
2001-12-01,-1.8924041878501
2002-01-01,1.23708860584776
2002-02-01,1.68934739836388
2002-03-01,1.37526710923002
2002-04-01,-0.785360146624347
2002-05-01,1.27805965700773
2002-06-01,-0.0281470576559918
2002-07-01,0.850054838884346
2002-08-01,1.0761236014638
2002-09-01,1.27559536364343
2002-10-01,2.05843908546699
2002-11-01,0.115351139257352
2002-12-01,1.27742753543512
2003-01-01,-0.251519186663683
2003-02-01,3.92258899300187
2003-03-01,-4.43481848747642
2003-04-01,0.809499980743836
2003-05-01,-0.554903947252401
2003-06-01,1.60588025391378
2003-07-01,0.457705589045805
2003-08-01,1.62988024011806
2003-09-01,-1.32684475787122
2003-10-01,-2.65613848448697
2003-11-01,0.807100291363895
2003-12-01,-0.390937605527816
2004-01-01,-0.682463231496513
2004-02-01,2.36068182583484
2004-03-01,-0.780503937491664
2004-04-01,0.924484390213534
2004-05-01,2.46806386941009
2004-06-01,0.380305250451245
2004-07-01,0.842662607811184
2004-08-01,0.877326953742239
2004-09-01,0.364804255482913
2004-10-01,0.886955579397855
2004-11-01,3.10378907013822
2004-12-01,-0.127773033317041
2005-01-01,0.234135285037121
2005-02-01,2.04852693231293
2005-03-01,1.02061739037917
2005-04-01,-0.877946494526609
2005-05-01,0.0868826129439252
2005-06-01,1.4866711596303
2005-07-01,0.111718281961253
2005-08-01,0.887842222289355
2005-09-01,3.02133883591051
2005-10-01,-1.89437159081852
2005-11-01,-4.34537848652582
2005-12-01,0.639864354963518
2006-01-01,-3.90829697403091
2006-02-01,2.33554276989566
2006-03-01,-0.464688681066036
2006-04-01,-0.836437765008735
2006-05-01,-0.758382223684479
2006-06-01,-0.637579836106549
2006-07-01,0.776814945473301
2006-08-01,1.70000685779033
2006-09-01,-0.698561074850322
2006-10-01,2.16200476122537
2006-11-01,-5.49992354710897
2006-12-01,-1.73163607171564
2007-01-01,1.16079600572724
2007-02-01,0.409042230272597
2007-03-01,-5.59608045993028
2007-04-01,-0.972791219164652
2007-05-01,-1.87711144783707
2007-06-01,-0.6152802580877
2007-07-01,-1.31067764138182
2007-08-01,1.53808364282466
2007-09-01,3.89647831850582
2007-10-01,-0.45343663495172
2007-11-01,0.881285339248953
2007-12-01,-0.419731669403889
2008-01-01,-0.31388451014128
2008-02-01,-2.0328283296829
2008-03-01,-0.595192157663405
2008-04-01,-0.615014078932021
2008-05-01,1.53591265322434
2008-06-01,0.534453479331677
2008-07-01,0.839334859823187
2008-08-01,-1.50227441976744
2008-09-01,-0.0975350298168552
2008-10-01,-1.67285580753728
2008-11-01,-2.00390007429653
2008-12-01,-0.550671865887664
2009-01-01,-1.05431706485925
2009-02-01,1.2686494961381
2009-03-01,-1.23102215484337
2009-04-01,0.93087791285857
2009-05-01,-1.36288850409565
2009-06-01,2.00775194168091
2009-07-01,2.66848279480581
2009-08-01,0.0658007080675344
2009-09-01,-1.51558716388212
2009-10-01,-1.02061794384348
2009-11-01,-2.2346646066893
2009-12-01,1.84442007631339
2010-01-01,-4.31484498939029
2010-02-01,-2.22019957654454
2010-03-01,-2.9221502393829
2010-04-01,0.0377189077488664
2010-05-01,-0.719409293081197
2010-06-01,0.462066989260536
2010-07-01,2.21031359555545
2010-08-01,2.05483228147582
2010-09-01,1.07385900723575
2010-10-01,-0.721152797410334
2010-11-01,-1.5969152860904
2010-12-01,-6.72123168132923
2011-01-01,1.79006043862965
2011-02-01,-5.33544712651659
2011-03-01,-2.02733624093579
2011-04-01,-0.281084663855533
2011-05-01,-0.539475717650795
2011-06-01,2.29033872354086
2011-07-01,1.44873589611854
2011-08-01,0.383188204046477
2011-09-01,-0.0447073625745597
2011-10-01,-0.220142596642728
2011-11-01,-1.3928558457798
2011-12-01,2.1597592919651
2012-01-01,-4.26963442067305
2012-02-01,1.56291454768291
2012-03-01,-2.62517616180358
2012-04-01,-2.06665962922421
2012-05-01,-1.1375127810019
2012-06-01,-0.530610486627901
2012-07-01,0.848933136237233
2012-08-01,0.80945462545518
2012-09-01,1.31823346142968
2012-10-01,-1.81746830004785
2012-11-01,-5.15137783244804
2012-12-01,-2.07122054668488
2013-01-01,1.15302243766685
2013-02-01,1.57457994997363
2013-03-01,0.195672239815057
2013-04-01,-2.97679065940557
2013-05-01,-0.899871588762229
2013-06-01,0.790299473019938
2013-07-01,2.1898871405671
2013-08-01,0.352848471090611
2013-09-01,-0.445201947215807
2013-10-01,4.00980043547504
2013-11-01,-1.49031089218678
2013-12-01,-0.30340496605883
2014-01-01,3.81842498043207
2014-02-01,-3.07933219887868
2014-03-01,-1.20986428335137
2014-04-01,0.939313327065773
2014-05-01,-1.16699638778206
2014-06-01,-0.445196644541014
2014-07-01,-0.485187219406254
2014-08-01,0.585330189015992
2014-09-01,0.228355958868094
2014-10-01,-4.04981819592002
2014-11-01,2.19313269922579
2014-12-01,1.4189184985503
2015-01-01,-2.9677431848659
2015-02-01,-1.63338195075522
2015-03-01,-1.88801976579621
2015-04-01,-0.1904322281911
2015-05-01,3.38905287782351
2015-06-01,-0.174809667687104
2015-07-01,2.47365545715999
2015-08-01,-0.652126589789987
2015-09-01,-1.12005636716882
2015-10-01,-1.18681678458772
2015-11-01,0.622714883475392
2015-12-01,2.08570044660182
2016-01-01,-0.254663152085548
2016-02-01,-0.141183253170715
2016-03-01,-2.30567663549273
2016-04-01,2.43770574626547
2016-05-01,1.98125954355217
2016-06-01,-0.178003971016517
2016-07-01,0.764901474152726
2016-08-01,1.48154209868086
2016-09-01,2.13232147252118
2016-10-01,1.41569250768602
2016-11-01,-2.46258596310185
2016-12-01,1.50486599391809
2017-01-01,-0.198285846350094
2017-02-01,-0.39001347148722
2017-03-01,-5.30136313041051
2017-04-01,-0.39800573480143
2017-05-01,1.3076790863717
2017-06-01,0.101678777244632
2017-07-01,0.431652268963969
2017-08-01,-0.691170333341385
2017-09-01,-1.01180123177323
2017-10-01,2.14940267911664
2017-11-01,-3.12373373174557
2017-12-01,1.41804747285183
2018-01-01,-2.98788053321618
2018-02-01,2.50283482977775
2018-03-01,0.152670994366485
2018-04-01,1.73455612399805
2018-05-01,1.17424647837739
2018-06-01,1.39504351853221
2018-07-01,2.78160477326148
2018-08-01,2.12412232933221
2018-09-01,-0.378389463639232
2018-10-01,0.928886946842626
2018-11-01,-1.4941411320534
2018-12-01,-0.32625809284272
2019-01-01,2.13159205836968
2019-02-01,5.13633007583795
2019-03-01,1.74345213700845
2019-04-01,-0.468248900836679
2019-05-01,1.23265388038837
2019-06-01,-0.51677816751827
2019-07-01,1.50160167362817
2019-08-01,0.889601257233018
2019-09-01,2.85441034956387
2019-10-01,1.05051842863085
2019-11-01,-0.0854201547077133
2019-12-01,-1.78921732499644
2020-01-01,-3.77879214066046
2020-02-01,2.41885944297192
2020-03-01,-0.12824461547037
2020-04-01,0.1919936630185
2020-05-01,0.841306995600462
2020-06-01,-0.146055574114952
2020-07-01,0.960951442623304
2020-08-01,1.06729254562891
2020-09-01,-1.00276276224327
2020-10-01,-0.0951858992101969
2020-11-01,0.200211548901818
2020-12-01,1.10120430162728
2021-01-01,-0.915890846177246
2021-02-01,2.19385833507059
2021-03-01,-0.214235997405248
